Geneid,8cell_1,8cell_2,8cell_3,Morula_1,Morula_2,Morula_3,Blastocyst_1,Blastocyst_2,Blastocyst_3
ENSG00000277211,0,0,0,0,0,0,0,0,0
ENSG00000263253,0,0,0,0,0,0,0,0,0
ENSG00000227624,0,0,0,0,0,0,0,0,0
ENSG00000169347,0,0,0,0,0,62,40,0,0
ENSG00000169344,0,0,0,0,0,0,0,0,0
ENSG00000169340,0,0,0,0,0,0,0,0,0
ENSG00000263237,0,0,0,0,0,0,0,0,0
ENSG00000183549,0,13,0,14,0,9,0,0,0
ENSG00000262995,0,0,0,0,0,0,0,0,0
ENSG00000183747,267,0,21,0,0,155,0,0,0
ENSG00000280306,0,0,0,0,0,2,0,0,0
ENSG00000008516,0,0,0,0,0,5,4,0,0
ENSG00000167194,0,0,0,0,0,0,0,0,0
ENSG00000212379,0,0,0,0,0,0,0,0,0
ENSG00000261078,0,0,0,0,0,0,0,0,0
ENSG00000252271,0,0,0,0,0,0,0,0,0
ENSG00000276131,0,6,4,0,0,1,0,0,0
ENSG00000260186,0,0,8,0,0,0,10,0,0
ENSG00000200556,0,0,0,0,0,0,0,0,0
ENSG00000103037,281,149,404,2,1,29,411,17,152
ENSG00000125107,2269,2945,2548,728,198,2341,4370,203,1287
ENSG00000276259,0,0,0,0,0,0,0,0,0
ENSG00000207493,0,0,0,0,0,0,0,0,0
ENSG00000206952,0,0,0,0,0,0,0,0,0
ENSG00000281910,0,0,0,0,0,0,0,0,0
ENSG00000260865,0,0,0,0,0,0,0,0,0
ENSG00000103042,328,288,54,126,101,24,1028,144,375
ENSG00000279889,0,0,0,0,0,0,0,0,0
ENSG00000125166,94,1139,1845,408,96,373,2590,171,764
ENSG00000200424,0,0,0,0,0,0,0,0,0
ENSG00000244003,0,0,0,0,0,0,0,0,0
ENSG00000260451,0,0,0,0,0,0,0,0,0
ENSG00000242423,0,0,70,9,0,0,0,0,0
ENSG00000103479,736,296,633,103,15,213,344,25,86
ENSG00000103494,733,393,409,25,32,207,91,8,42
ENSG00000258947,0,12,17,0,6,13,0,0,0
ENSG00000065457,1496,1043,1277,465,108,667,546,57,349
ENSG00000070729,0,0,4,0,0,0,0,0,0
ENSG00000229917,0,0,0,0,0,0,0,0,0
ENSG00000274038,0,0,6,0,0,0,0,0,0
ENSG00000262020,0,0,0,0,0,0,0,0,0
ENSG00000159579,880,617,1205,231,160,534,717,70,455
ENSG00000189067,0,118,12,49,2,0,42,0,0
ENSG00000183454,103,211,262,19,0,117,48,0,2
ENSG00000260468,0,0,0,0,0,0,0,0,0
ENSG00000213853,0,787,453,75,35,158,4605,206,719
ENSG00000256013,0,0,0,0,0,0,0,0,0
ENSG00000260310,0,0,0,0,0,0,5,0,0
ENSG00000234186,0,0,0,0,0,0,0,0,0
ENSG00000166188,1,0,0,0,0,0,0,2,39
ENSG00000229809,0,51,87,0,0,0,60,14,36
ENSG00000166451,1029,1290,2446,429,237,1075,883,53,370
ENSG00000205423,686,1183,1603,260,162,366,131,26,102
ENSG00000205730,27,128,0,45,18,26,100,0,11
ENSG00000126856,2,0,38,0,0,0,0,0,0
ENSG00000196155,0,11,0,6,0,0,48,22,10
ENSG00000090581,113,201,4,132,31,66,289,101,102
ENSG00000066813,7,2,0,7,0,137,0,0,0
ENSG00000260201,0,0,0,0,0,0,0,0,0
ENSG00000260762,0,0,0,1,0,0,0,0,0
ENSG00000005187,17,24,55,0,0,0,7,0,12
ENSG00000275315,0,0,0,0,0,0,0,0,0
ENSG00000274730,0,0,0,0,0,0,0,0,0
ENSG00000066654,6306,3236,4740,471,240,1523,1013,139,550
ENSG00000283399,0,10,0,0,0,0,0,0,0
ENSG00000285303,0,0,0,0,0,0,0,0,0
ENSG00000260510,0,0,0,0,0,0,0,0,0
ENSG00000200893,0,0,0,0,0,0,0,0,0
ENSG00000005189,650,1139,1031,123,39,336,220,42,113
ENSG00000275908,0,0,0,0,0,0,0,0,0
ENSG00000166743,0,0,0,0,0,0,0,0,0
ENSG00000279357,0,0,0,0,0,0,0,0,0
ENSG00000183044,140,74,234,80,6,147,8,0,2
ENSG00000243954,0,0,0,0,0,0,0,0,0
ENSG00000238417,0,0,0,0,0,0,0,0,0
ENSG00000260764,0,0,0,0,0,0,0,0,0
ENSG00000184857,1020,1341,727,318,28,425,310,37,144
ENSG00000260350,0,0,0,0,0,0,0,0,0
ENSG00000153048,116,345,571,109,154,75,211,54,66
ENSG00000261481,0,0,0,0,1,0,0,0,0
ENSG00000260979,0,0,0,1,0,9,8,0,0
ENSG00000261692,0,0,0,0,0,0,0,0,0
ENSG00000287351,0,0,6,0,0,23,2,2,2
ENSG00000252887,0,0,0,0,0,0,0,0,0
ENSG00000270832,0,0,0,0,0,0,0,0,0
ENSG00000086504,958,912,1817,750,454,611,3835,1438,1229
ENSG00000129925,780,248,2639,79,84,566,967,762,751
ENSG00000103202,0,794,1636,25,456,182,1130,727,553
ENSG00000242612,461,589,1019,1131,446,384,1211,2165,1064
ENSG00000276984,0,0,0,0,0,0,0,0,0
ENSG00000125144,333,266,878,69,1,6,136,74,56
ENSG00000262120,0,0,0,0,0,0,0,0,0
ENSG00000260734,6,59,93,19,7,0,26,2,0
ENSG00000262008,0,0,0,0,0,0,0,0,0
ENSG00000261611,0,0,0,0,0,0,0,0,0
ENSG00000247324,0,0,0,0,6,0,0,0,0
ENSG00000157429,832,457,310,271,37,111,94,6,4
ENSG00000260520,0,0,0,0,0,0,0,0,0
ENSG00000140835,0,0,0,245,118,172,4,0,0
ENSG00000260015,0,0,0,0,2,0,0,0,0
ENSG00000252339,0,0,0,0,0,0,0,0,0
ENSG00000260886,7,0,0,0,1,0,2,3,4
ENSG00000198650,0,42,0,0,0,33,0,0,0
ENSG00000260593,0,0,4,0,0,0,6,0,0
ENSG00000140832,0,0,21,43,20,103,580,90,123
ENSG00000040199,1007,724,318,119,37,407,365,16,134
ENSG00000260185,0,0,0,0,0,0,0,0,0
ENSG00000199301,0,0,0,0,0,0,0,0,2
ENSG00000263666,0,0,0,0,0,0,0,0,0
ENSG00000261513,0,0,0,0,0,0,0,0,0
ENSG00000260612,0,0,0,0,0,0,0,0,0
ENSG00000166747,4842,3790,4706,618,260,1982,1196,82,392
ENSG00000223224,2,0,0,0,0,0,0,0,0
ENSG00000283057,0,0,0,0,0,0,0,0,0
ENSG00000262140,0,0,0,0,0,0,0,0,0
ENSG00000279592,0,0,0,0,0,0,0,0,0
ENSG00000260326,4,0,3,1,0,2,5,3,2
ENSG00000260939,0,0,0,0,0,0,0,0,0
ENSG00000261291,0,0,0,0,0,0,0,0,0
ENSG00000280227,0,0,0,0,0,0,0,0,0
ENSG00000261056,0,0,0,51,0,0,0,0,0
ENSG00000279589,0,0,0,0,0,0,0,0,0
ENSG00000238645,0,0,0,0,0,0,0,0,0
ENSG00000202193,0,0,0,0,0,0,0,0,0
ENSG00000103546,218,0,0,0,0,0,0,0,0
ENSG00000278928,0,0,0,0,0,0,0,0,0
ENSG00000260765,0,0,0,0,0,0,0,0,0
ENSG00000261330,1,0,0,0,0,54,1,0,0
ENSG00000261540,0,0,2,0,0,0,0,0,0
ENSG00000166509,196,34,151,0,0,0,0,0,0
ENSG00000260731,0,0,0,0,0,0,0,0,0
ENSG00000261776,0,0,13,0,0,0,0,0,0
ENSG00000276007,0,0,0,0,0,0,8,0,0
ENSG00000279991,0,0,0,0,0,0,0,0,0
ENSG00000260969,0,0,0,0,0,0,0,0,0
ENSG00000287106,0,0,136,0,0,0,0,0,0
ENSG00000260014,0,0,0,0,0,0,0,0,0
ENSG00000260733,0,0,0,1,0,0,0,0,0
ENSG00000279887,0,0,0,0,0,0,11,0,0
ENSG00000261837,0,0,0,0,0,0,0,0,0
ENSG00000279129,0,0,0,0,0,0,0,0,0
ENSG00000286894,0,0,0,0,0,0,0,0,0
ENSG00000243101,0,0,0,0,0,0,1,0,0
ENSG00000280115,0,14,0,0,0,0,0,0,0
ENSG00000280190,0,0,0,0,0,0,0,0,0
ENSG00000260816,0,0,0,0,0,0,2,0,0
ENSG00000279732,0,0,0,0,0,0,0,0,0
ENSG00000261537,18,15,17,3,2,2,0,2,0
ENSG00000280274,0,0,0,0,0,0,6,0,0
ENSG00000260694,0,0,0,0,0,0,0,0,0
ENSG00000260479,0,0,0,0,0,0,0,0,0
ENSG00000260511,0,0,0,0,0,0,0,0,0
ENSG00000277954,0,2,0,0,0,0,0,0,0
ENSG00000285918,0,15,113,0,0,19,0,0,0
ENSG00000261722,158,73,152,23,0,14,0,0,8
ENSG00000222244,0,0,0,0,0,0,0,0,0
ENSG00000261472,0,0,0,0,0,0,0,0,0
ENSG00000175595,349,124,143,79,10,27,120,16,58
ENSG00000242307,0,0,0,0,0,0,0,0,1
ENSG00000262732,0,0,0,0,0,0,2,0,0
ENSG00000263234,0,0,0,0,0,0,0,0,0
ENSG00000261856,0,0,0,0,0,0,0,0,0
ENSG00000276564,0,0,0,2,0,0,14,0,0
ENSG00000262529,0,0,0,0,0,0,0,0,0
ENSG00000262470,0,0,0,0,0,0,0,0,0
ENSG00000091262,2831,2718,3578,5,0,18,0,9,4
ENSG00000118898,261,115,1225,41,9,11,85,14,12
ENSG00000103184,2,22,6,0,0,0,0,0,0
ENSG00000267072,0,0,0,0,0,0,0,0,0
ENSG00000033011,86,318,43,58,17,84,234,83,211
ENSG00000162004,0,0,0,0,0,0,0,0,0
ENSG00000134398,0,0,0,0,0,0,0,0,0
ENSG00000261583,0,0,0,0,0,0,0,0,0
ENSG00000279756,0,0,0,0,0,0,0,0,0
ENSG00000166869,0,0,0,0,0,0,0,0,0
ENSG00000166501,0,51,95,1,0,133,13,0,4
ENSG00000279276,0,0,0,0,0,0,0,0,0
ENSG00000279202,0,0,0,0,0,0,0,0,0
ENSG00000274466,0,0,0,0,0,0,0,0,0
ENSG00000279554,0,0,0,0,0,0,0,0,0
ENSG00000260264,0,0,0,0,0,0,0,0,0
ENSG00000006116,0,0,0,0,0,0,0,0,0
ENSG00000201541,0,0,0,0,0,0,0,0,0
ENSG00000239081,0,0,0,0,0,0,0,0,0
ENSG00000260072,4,48,102,59,0,177,1,3,13
ENSG00000122257,5498,2272,2178,822,278,2158,1830,280,888
ENSG00000261392,0,0,1,0,0,0,0,0,0
ENSG00000182831,15183,4619,11347,1364,942,8565,451,92,451
ENSG00000263244,0,0,0,0,0,0,0,0,0
ENSG00000260349,0,0,0,0,0,0,0,0,0
ENSG00000220793,15,25,17,12,10,34,19,2,9
ENSG00000140650,1842,4350,3320,1303,1393,1330,2804,1095,992
ENSG00000167005,273,242,572,63,24,140,228,95,98
ENSG00000288725,0,0,0,0,0,0,0,0,0
ENSG00000125124,4,6,35,76,2,6,57,2,12
ENSG00000224470,2913,3153,3187,411,184,1450,1186,87,547
ENSG00000182149,8734,14731,8907,1978,639,3678,3803,252,1124
ENSG00000102984,33,46,34,5,6,18,29,0,7
ENSG00000261765,0,43,0,0,0,0,0,0,0
ENSG00000242176,0,0,0,0,0,0,0,0,0
ENSG00000263311,0,0,0,0,0,0,0,0,0
ENSG00000263232,56,363,59,0,0,6,5,2,0
ENSG00000102967,1498,1627,1206,129,87,398,189,62,180
ENSG00000140830,1202,3480,2207,459,315,1827,432,79,213
ENSG00000260252,0,0,0,0,0,0,0,0,0
ENSG00000140829,1682,1477,1373,260,119,214,598,241,193
ENSG00000166589,0,0,0,0,0,0,0,2,0
ENSG00000166595,5594,9697,8927,2238,1151,1587,5270,3005,3381
ENSG00000172831,0,19,20,0,28,31,214,89,29
ENSG00000265408,0,0,0,0,0,0,0,0,0
ENSG00000280416,0,0,0,0,0,0,0,0,0
ENSG00000172828,0,0,0,0,15,0,41,3,1
ENSG00000280334,0,0,0,0,0,0,0,0,0
ENSG00000265918,0,0,0,0,0,0,0,0,0
ENSG00000067955,1314,994,2474,296,152,464,492,47,180
ENSG00000102878,0,39,0,1,0,0,4,52,2
ENSG00000103024,0,9,24,8,2,0,166,77,85
ENSG00000285043,0,0,0,0,0,0,0,0,0
ENSG00000159648,276,102,4,6,0,0,0,0,0
ENSG00000185338,0,0,2,26,18,4,108,40,84
ENSG00000213918,161,214,651,59,102,53,31,1,2
ENSG00000168488,521,916,886,129,21,99,67,87,76
ENSG00000197774,34,56,127,7,0,0,9,14,0
ENSG00000167523,1641,872,959,121,79,456,295,167,134
ENSG00000168418,0,0,0,0,0,0,0,0,0
ENSG00000103404,54,298,17,223,120,673,679,125,387
ENSG00000205832,0,4,0,0,0,0,0,0,0
ENSG00000277481,3325,3948,1895,72,36,352,28,0,26
ENSG00000008517,0,0,26,0,0,1,21,35,6
ENSG00000261284,0,0,0,0,0,0,0,0,0
ENSG00000259874,0,0,0,0,0,0,0,0,0
ENSG00000185947,4395,2215,3377,645,215,1059,617,137,409
ENSG00000259950,0,0,22,0,0,0,0,0,0
ENSG00000261289,0,0,57,0,0,0,0,0,0
ENSG00000197476,0,0,0,0,0,0,0,0,0
ENSG00000260218,0,0,0,0,0,0,0,0,0
ENSG00000261704,0,0,0,0,0,0,0,2,0
ENSG00000223931,0,0,42,0,0,0,0,0,0
ENSG00000260048,0,0,0,0,0,0,0,0,0
ENSG00000270472,0,0,17,0,0,0,0,0,0
ENSG00000260584,0,15,27,0,0,0,0,0,0
ENSG00000286473,11,36,65,0,0,0,0,0,0
ENSG00000279997,0,0,4,0,0,0,0,0,0
ENSG00000260847,0,0,0,0,0,0,0,0,0
ENSG00000260649,0,0,0,0,0,0,0,0,0
ENSG00000260540,0,0,0,0,0,0,0,0,0
ENSG00000260344,0,0,0,0,0,0,0,0,0
ENSG00000260575,0,0,0,0,0,0,0,0,0
ENSG00000260402,0,0,0,0,0,0,0,0,0
ENSG00000103355,0,0,0,0,0,0,0,0,0
ENSG00000177200,775,129,475,72,35,367,39,7,31
ENSG00000135702,0,0,0,0,0,0,0,0,0
ENSG00000174938,530,389,1331,257,75,157,126,48,36
ENSG00000259803,0,0,0,0,0,0,0,12,14
ENSG00000255524,0,29,112,124,3,8,8,0,0
ENSG00000180209,0,2,18,53,4,0,326,343,247
ENSG00000180917,0,91,105,90,6,62,500,16,93
ENSG00000261260,0,0,0,0,0,0,0,0,0
ENSG00000261348,0,0,0,0,0,0,0,0,0
ENSG00000167377,0,31,72,7,0,0,0,0,0
ENSG00000222375,0,0,0,0,0,0,0,0,0
ENSG00000185905,2,33,79,11,12,20,0,0,0
ENSG00000260719,0,0,25,0,0,0,0,0,0
ENSG00000174992,0,0,0,0,0,0,58,0,2
ENSG00000275857,0,0,0,0,0,0,0,0,0
ENSG00000259952,0,0,0,0,0,0,0,0,0
ENSG00000238045,0,0,6,0,0,0,0,1,2
ENSG00000280607,0,0,0,0,0,0,0,0,0
ENSG00000167371,0,0,67,0,0,0,0,0,0
ENSG00000280893,0,0,0,0,0,0,0,0,0
ENSG00000280789,2,12,4,7,1,0,56,42,32
ENSG00000281348,0,0,0,0,0,0,0,0,0
ENSG00000013364,7793,4298,6932,112,60,408,431,341,205
ENSG00000079616,2397,3401,3139,697,556,1362,3775,610,783
ENSG00000138834,0,52,10,6,38,22,392,265,127
ENSG00000285848,0,0,27,0,0,0,0,0,0
ENSG00000103196,1215,151,387,5,17,95,0,2,12
ENSG00000260859,0,0,0,7,0,0,0,0,0
ENSG00000279622,0,0,0,0,0,0,0,0,0
ENSG00000260340,0,0,0,0,0,0,0,0,0
ENSG00000153786,2762,2391,2570,426,328,1131,2310,382,876
ENSG00000278214,0,0,0,0,0,0,0,0,0
ENSG00000275088,0,0,1,0,0,0,0,0,0
ENSG00000287787,0,0,0,6,0,2,4,0,10
ENSG00000270313,0,0,0,0,0,0,0,0,0
ENSG00000179219,0,0,0,0,0,0,0,0,0
ENSG00000266307,0,0,0,0,0,0,0,0,0
ENSG00000135709,0,136,52,17,0,111,10,0,2
ENSG00000286808,0,25,6,12,0,4,13,1,6
ENSG00000140743,8193,5203,4732,1497,679,4660,434,70,179
ENSG00000260635,0,0,0,0,0,32,0,0,0
ENSG00000260790,0,0,88,0,15,0,2,0,0
ENSG00000277041,1,0,0,0,0,0,0,0,0
ENSG00000260973,0,0,0,0,0,0,0,0,0
ENSG00000260905,0,0,0,0,0,0,0,0,0
ENSG00000196678,528,163,117,116,65,154,186,21,111
ENSG00000188215,1051,326,1123,56,15,144,81,11,146
ENSG00000102897,715,495,1349,229,235,628,147,28,166
ENSG00000289491,0,0,0,0,0,0,0,0,0
ENSG00000260439,5,0,0,0,0,0,0,0,0
ENSG00000276931,0,203,0,0,0,0,16,1,0
ENSG00000289281,0,0,0,0,0,0,0,0,0
ENSG00000132600,0,236,849,118,60,113,295,200,179
ENSG00000288026,0,0,0,0,0,30,0,0,0
ENSG00000261017,0,0,0,0,0,0,0,0,0
ENSG00000261538,0,0,0,0,0,0,0,0,0
ENSG00000121270,0,3,2,0,0,12,4,0,0
ENSG00000176842,3249,1011,1658,115,63,220,0,0,0
ENSG00000132613,66,4,83,0,0,0,27,0,1
ENSG00000140987,6387,2699,2462,623,179,1559,689,41,357
ENSG00000184730,567,268,99,392,209,401,27,23,37
ENSG00000149922,6,0,0,0,0,0,0,0,0
ENSG00000167208,0,0,0,0,0,0,0,0,0
ENSG00000153815,0,2,55,94,15,3,85,12,14
ENSG00000159720,1643,1694,2072,171,102,403,1141,398,530
ENSG00000261701,0,0,0,0,0,0,0,0,0
ENSG00000103021,293,237,254,65,60,107,36,0,0
ENSG00000157106,9392,6769,8543,1819,997,7973,3835,482,1652
ENSG00000167522,2951,1493,3720,920,408,1403,3524,1301,1439
ENSG00000257017,0,0,16,0,0,0,0,0,0
ENSG00000287718,0,0,0,0,0,0,0,0,0
ENSG00000261282,0,0,0,0,0,0,0,0,0
ENSG00000261238,0,0,0,0,0,0,0,0,0
ENSG00000280344,0,0,0,0,0,0,0,0,0
ENSG00000103449,39,12,181,102,7,9,0,0,0
ENSG00000180096,3,14,13,1,0,2,0,0,0
ENSG00000157368,7,190,515,202,127,240,868,644,171
ENSG00000103154,0,0,46,0,0,19,0,0,0
ENSG00000149926,0,0,0,0,0,0,0,0,0
ENSG00000140943,322,249,494,89,56,22,1780,591,503
ENSG00000279100,0,0,0,0,0,0,0,0,0
ENSG00000260471,0,0,0,0,0,0,0,0,0
ENSG00000261248,0,0,0,0,0,0,0,0,0
ENSG00000275236,0,9,0,1,0,0,4,0,0
ENSG00000103035,1533,491,671,371,128,888,852,77,311
ENSG00000239763,1,30,0,0,0,0,2,0,0
ENSG00000260884,0,0,74,0,0,0,0,1,0
ENSG00000261079,0,24,40,20,0,0,0,0,0
ENSG00000276822,5,0,0,0,0,5,0,0,0
ENSG00000140839,1,29,35,0,4,9,0,0,19
ENSG00000261170,0,0,16,2,1,2,0,0,0
ENSG00000251794,0,0,0,0,0,0,0,1,0
ENSG00000207525,0,0,0,0,0,0,0,0,0
ENSG00000240861,0,0,0,0,0,4,0,0,0
ENSG00000196436,31,83,307,150,34,166,64,2,19
ENSG00000140798,0,0,24,0,0,129,0,0,0
ENSG00000205084,67,419,226,0,0,0,84,12,69
ENSG00000103363,12708,4881,4862,3582,2283,4102,6232,4177,2568
ENSG00000275504,0,0,0,0,0,0,0,0,0
ENSG00000260999,0,0,0,0,0,0,0,0,0
ENSG00000266801,10,0,6,0,0,5,0,0,0
ENSG00000202497,0,0,0,0,0,0,0,0,0
ENSG00000271129,0,0,0,0,0,0,0,0,0
ENSG00000103044,713,621,428,450,116,86,484,14,248
ENSG00000168802,7,0,0,0,0,2,0,0,0
ENSG00000207083,0,0,0,0,0,0,0,0,0
ENSG00000200164,15,8,0,0,1,0,3,0,0
ENSG00000286140,0,0,0,0,0,0,0,0,0
ENSG00000198736,612,1017,3372,777,807,1672,484,160,177
ENSG00000140986,0,61,46,5,5,12,2,0,0
ENSG00000140990,5174,1653,5420,586,478,792,5363,1264,2433
ENSG00000140988,114835,66541,66786,34183,16145,27078,55913,28706,24342
ENSG00000206811,0,0,0,0,0,0,0,0,0
ENSG00000207405,0,0,0,0,0,0,0,0,0
ENSG00000255513,0,0,0,0,0,0,0,0,0
ENSG00000273587,0,0,0,0,0,0,0,0,0
ENSG00000179580,0,12,25,0,0,0,0,0,0
ENSG00000277602,5,16,8,0,0,0,0,0,2
ENSG00000183751,2960,4199,2845,467,228,736,1613,813,794
ENSG00000196408,0,0,0,0,0,0,0,0,0
ENSG00000261790,0,0,0,0,0,0,8,0,0
ENSG00000127561,67,390,165,34,2,163,654,305,190
ENSG00000260107,0,0,0,0,0,0,0,0,0
ENSG00000265386,0,0,0,0,0,0,0,0,0
ENSG00000065054,6,0,10,111,8,128,166,28,55
ENSG00000221656,0,0,0,0,0,0,0,0,0
ENSG00000260132,0,0,0,0,0,0,0,0,0
ENSG00000174109,21310,8011,6341,1375,933,2638,897,391,551
ENSG00000284395,0,0,0,0,0,0,0,0,0
ENSG00000279930,0,0,0,0,0,0,0,0,0
ENSG00000261641,0,0,0,0,0,0,0,0,0
ENSG00000260051,0,0,0,0,0,0,0,0,0
ENSG00000197599,0,0,0,0,0,3,0,0,0
ENSG00000224310,0,0,0,0,0,0,0,0,0
ENSG00000261669,0,0,0,0,0,0,0,0,0
ENSG00000140750,1848,398,930,77,56,167,657,97,269
ENSG00000103018,5427,5952,5761,601,370,1687,1414,61,401
ENSG00000158865,232,102,154,2,40,26,34,40,16
ENSG00000169955,90,36,0,0,0,0,37,9,0
ENSG00000103319,693,176,491,22,36,45,92,33,64
ENSG00000261113,0,0,0,0,0,0,0,0,0
ENSG00000161980,15443,6756,9564,2098,1066,7552,3571,722,1384
ENSG00000103152,337,235,427,50,0,24,151,76,103
ENSG00000149932,1348,587,263,125,23,116,576,316,241
ENSG00000015413,1274,277,584,111,13,324,165,52,53
ENSG00000166669,1213,526,496,110,11,388,223,19,36
ENSG00000140853,0,0,0,0,0,0,0,0,0
ENSG00000155393,1624,875,467,299,212,303,216,25,44
ENSG00000232258,0,0,0,0,0,0,0,0,0
ENSG00000103034,334,247,401,44,0,31,58,39,1
ENSG00000176953,11055,9366,13076,2110,947,3667,2739,412,1701
ENSG00000289336,0,0,0,0,0,0,0,0,0
ENSG00000256982,0,0,0,0,0,0,0,0,0
ENSG00000289423,0,0,0,0,0,0,0,0,0
ENSG00000261241,0,0,0,0,0,0,0,0,0
ENSG00000289119,2,0,0,4,0,0,0,0,0
ENSG00000288935,0,52,141,7,0,0,0,0,3
ENSG00000260834,0,73,41,1,1,25,139,15,36
ENSG00000289171,0,0,0,0,0,0,0,0,0
ENSG00000289023,0,0,0,0,0,0,3,0,0
ENSG00000261399,0,0,0,0,0,0,0,0,0
ENSG00000140945,0,10,68,8,0,0,3,0,0
ENSG00000277387,0,0,0,0,0,0,0,0,0
ENSG00000280044,0,0,0,0,0,0,0,0,0
ENSG00000260862,0,0,0,0,0,0,0,0,0
ENSG00000286528,0,0,0,0,0,0,0,0,0
ENSG00000263360,0,0,0,0,0,0,0,0,0
ENSG00000260832,0,0,0,0,0,0,0,0,0
ENSG00000261410,0,0,0,0,0,0,0,0,0
ENSG00000263785,0,0,0,0,0,0,0,0,0
ENSG00000261103,0,0,0,0,0,0,0,0,0
ENSG00000288554,0,0,0,0,0,0,0,0,0
ENSG00000230989,685,305,416,76,18,542,240,57,112
ENSG00000259914,0,0,0,0,0,0,0,0,0
ENSG00000288849,271,254,47,15,0,0,1,0,0
ENSG00000276571,0,0,6,3,0,0,0,0,2
ENSG00000103550,1284,1192,756,505,170,1180,666,112,373
ENSG00000261312,0,0,0,0,0,0,0,0,0
ENSG00000103540,3003,529,1799,464,481,663,516,53,190
ENSG00000261939,0,0,0,0,0,0,0,0,0
ENSG00000167191,367,47,210,165,198,192,29,16,28
ENSG00000174628,147,170,326,62,7,239,22,20,17
ENSG00000237718,0,0,0,0,0,0,0,0,0
ENSG00000102981,338,46,0,0,0,8,28,0,12
ENSG00000124074,103,56,347,71,120,55,184,41,62
ENSG00000159761,0,0,0,0,0,0,0,0,8
ENSG00000141098,2718,1403,1589,210,188,445,278,128,147
ENSG00000270165,0,0,0,0,0,0,7,0,0
ENSG00000289164,73,92,67,40,0,31,8,1,0
ENSG00000198156,13,146,173,33,25,70,41,3,30
ENSG00000179583,0,0,0,0,0,0,2,0,2
ENSG00000270049,0,0,4,0,0,14,4,0,10
ENSG00000039523,0,0,0,199,0,106,54,43,0
ENSG00000261396,0,0,0,0,0,0,0,0,0
ENSG00000259945,0,0,0,0,0,0,0,0,0
ENSG00000260894,0,0,0,0,0,0,0,0,0
ENSG00000261386,64,0,24,5,0,0,0,0,0
ENSG00000280214,0,0,0,0,0,0,0,0,0
ENSG00000259804,2,0,68,1,1,0,0,0,0
ENSG00000102974,11938,5331,5679,867,338,2537,1495,172,464
ENSG00000141084,412,953,543,57,103,124,496,126,115
ENSG00000102904,0,0,153,9,0,0,0,0,0
ENSG00000102901,867,1093,964,253,114,112,674,162,178
ENSG00000168286,8050,8124,7334,839,744,1681,1663,165,443
ENSG00000262141,0,0,0,0,0,0,0,0,0
ENSG00000038358,0,63,23,65,24,0,380,479,118
ENSG00000263126,0,0,0,0,3,0,0,7,1
ENSG00000188038,0,0,0,0,0,0,0,0,0
ENSG00000159792,2,604,172,61,0,149,180,29,86
ENSG00000141086,0,0,0,0,0,0,0,0,0
ENSG00000261884,0,0,4,0,0,0,30,0,0
ENSG00000205220,0,0,13,0,0,13,23,10,1
ENSG00000213398,0,67,34,0,12,158,79,62,49
ENSG00000141096,2,0,77,43,0,0,2,0,0
ENSG00000167261,0,0,0,0,0,0,0,0,0
ENSG00000167264,905,813,672,257,65,441,1027,376,310
ENSG00000262962,1,0,0,0,0,0,0,0,0
ENSG00000263201,0,0,0,0,0,0,19,0,0
ENSG00000254609,0,1,0,0,0,0,0,8,0
ENSG00000261695,0,0,0,0,0,0,0,0,0
ENSG00000254852,7,4,9,5,2,9,1,0,4
ENSG00000255037,0,1,0,0,0,0,0,0,0
ENSG00000103512,72,522,486,236,42,323,761,277,213
ENSG00000270734,0,0,0,0,0,0,0,0,0
ENSG00000257264,0,0,0,11,0,2,0,0,0
ENSG00000284305,0,0,0,0,0,0,0,0,0
ENSG00000179588,10,0,0,5,0,2,1,10,0
ENSG00000263456,0,0,0,0,0,0,0,0,0
ENSG00000261744,0,0,0,0,0,0,0,0,0
ENSG00000158545,4198,1996,2949,504,143,612,994,395,401
ENSG00000124391,0,0,0,0,0,0,0,0,0
ENSG00000051523,1,0,0,0,0,0,13,0,0
ENSG00000167508,15,102,133,4,0,2,968,760,388
ENSG00000185669,85,8,68,19,4,76,9,0,17
ENSG00000158717,0,0,0,38,5,0,87,88,134
ENSG00000259813,0,0,0,0,0,0,0,0,0
ENSG00000174177,507,589,378,233,26,84,553,526,636
ENSG00000278341,0,16,0,0,0,0,0,0,0
ENSG00000284585,0,0,0,0,0,0,0,0,0
ENSG00000260121,0,4,0,0,0,0,0,0,0
ENSG00000224888,0,0,0,0,0,0,0,0,0
ENSG00000260617,0,0,0,0,1,0,0,0,0
ENSG00000182376,0,0,0,0,0,0,0,0,0
ENSG00000242430,0,0,0,0,0,0,0,0,0
ENSG00000103429,3116,3459,4756,811,988,1177,2198,254,712
ENSG00000238964,0,0,0,0,0,0,0,0,0
ENSG00000069764,0,0,37,0,0,0,37,3,2
ENSG00000261523,0,0,0,0,0,0,0,0,0
ENSG00000224712,18,0,13,15,1,9,4,0,8
ENSG00000188897,0,0,0,0,0,0,0,0,0
ENSG00000159753,0,3,271,0,0,0,22,0,0
ENSG00000102879,1310,1389,1175,803,188,1491,426,223,111
ENSG00000158805,119,49,108,74,0,11,104,31,32
ENSG00000167513,7905,6840,9731,2043,777,2359,3639,3271,2129
ENSG00000198931,0,40,44,293,159,68,5002,2745,1908
ENSG00000141012,462,23,10,92,10,28,118,12,85
